geometry,locationdesc,locationdesc,age,geographiclevel,locationdesc,locationdesc,blv_rate,blv_standardized
POINT (-66.82 18.48),Hatillo Municipality,Hatillo Municipality,All ages,County,Hatillo Municipality,Hatillo Municipality,2.0,-0.1701244813278009
POINT (-93.81649055599 42.469400913),Iowa,Iowa,All ages,State,Iowa,Iowa,2.0,-0.1701244813278009
POINT (-94.172222 36.094275),Washington County,Washington County,All ages,County,Washington County,Washington County,2.0,-0.1701244813278009
POINT (-89.644541 42.324139),Stephenson County,Stephenson County,All ages,County,Stephenson County,Stephenson County,2.0,-0.1701244813278009
POINT (-97.520104 45.364549),Day County,Day County,All ages,County,Day County,Day County,2.0,-0.1701244813278009
POINT (-96.33059 30.628865),Brazos County,Brazos County,All ages,County,Brazos County,Brazos County,2.0,-0.1701244813278009
POINT (-101.825151 32.184223),Martin County,Martin County,All ages,County,Martin County,Martin County,2.0,-0.1701244813278009
POINT (-92.039923 41.702615),Iowa County,Iowa County,All ages,County,Iowa County,Iowa County,2.0,-0.1701244813278009
POINT (-91.102103 46.588678),Bayfield County,Bayfield County,All ages,County,Bayfield County,Bayfield County,2.0,-0.1701244813278009
POINT (-73.681049 42.273336),Columbia County,Columbia County,All ages,County,Columbia County,Columbia County,2.0,-0.1701244813278009
POINT (-86.90006 40.03511),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,2.0,-0.1701244813278009
POINT (-86.415055 39.772784),Hendricks County,Hendricks County,All ages,County,Hendricks County,Hendricks County,1.99,-0.17427385892116187
POINT (-69.555057 44.032332),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,1.99,-0.17427385892116187
POINT (-76.099445 36.821554),Virginia Beach city,Virginia Beach city,All ages,County,Virginia Beach city,Virginia Beach city,1.99,-0.17427385892116187
POINT (-82.165654 33.51622),Columbia County,Columbia County,All ages,County,Columbia County,Columbia County,1.99,-0.17427385892116187
POINT (-120.667689 35.342391),San Luis Obispo County,San Luis Obispo County,All ages,County,San Luis Obispo County,San Luis Obispo County,1.99,-0.17427385892116187
POINT (-84.565522 40.856353),Van Wert County,Van Wert County,All ages,County,Van Wert County,Van Wert County,1.99,-0.17427385892116187
POINT (-70.640561 43.424108),York County,York County,All ages,County,York County,York County,1.99,-0.17427385892116187
POINT (-92.478528 45.406302),Polk County,Polk County,All ages,County,Polk County,Polk County,1.99,-0.17427385892116187
POINT (-83.996686 39.726404),Greene County,Greene County,All ages,County,Greene County,Greene County,1.99,-0.17427385892116187
POINT (-77.550555 37.418224),Chesterfield County,Chesterfield County,All ages,County,Chesterfield County,Chesterfield County,1.98,-0.17842323651452288
POINT (-87.520229 33.214154),Tuscaloosa County,Tuscaloosa County,All ages,County,Tuscaloosa County,Tuscaloosa County,1.98,-0.17842323651452288
POINT (-89.869597 43.446515),Sauk County,Sauk County,All ages,County,Sauk County,Sauk County,1.98,-0.17842323651452288
POINT (-95.504381 42.391343),Ida County,Ida County,All ages,County,Ida County,Ida County,1.98,-0.17842323651452288
POINT (-81.310445 28.697834),Seminole County,Seminole County,All ages,County,Seminole County,Seminole County,1.98,-0.17842323651452288
POINT (-145.882504 61.26149),Valdez-Cordova Census Area,Valdez-Cordova Census Area,All ages,County,Valdez-Cordova Census Area,Valdez-Cordova Census Area,1.98,-0.17842323651452288
POINT (-120.9999995379 37.638640123),California,California,All ages,State,California,California,1.98,-0.17842323651452288
POINT (-87.850867 41.148582),Kankakee County,Kankakee County,All ages,County,Kankakee County,Kankakee County,1.98,-0.17842323651452288
POINT (-90.504005 41.489142),Rock Island County,Rock Island County,All ages,County,Rock Island County,Rock Island County,1.98,-0.17842323651452288
POINT (-76.442891 40.341615),Lebanon County,Lebanon County,All ages,County,Lebanon County,Lebanon County,1.98,-0.17842323651452288
POINT (-81.512898 41.112957),Summit County,Summit County,All ages,County,Summit County,Summit County,1.97,-0.1825726141078839
POINT (-70.201312 44.119069),Androscoggin County,Androscoggin County,All ages,County,Androscoggin County,Androscoggin County,1.97,-0.1825726141078839
POINT (-108.539417 45.791309),Yellowstone County,Yellowstone County,All ages,County,Yellowstone County,Yellowstone County,1.97,-0.1825726141078839
POINT (-97.142214 44.647395),Hamlin County,Hamlin County,All ages,County,Hamlin County,Hamlin County,1.97,-0.1825726141078839
POINT (-77.977011 37.341681),Amelia County,Amelia County,All ages,County,Amelia County,Amelia County,1.97,-0.1825726141078839
POINT (-73.966303 40.777958),New York County,New York County,All ages,County,New York County,New York County,1.97,-0.1825726141078839
POINT (-109.417095 47.097548),Fergus County,Fergus County,All ages,County,Fergus County,Fergus County,1.97,-0.1825726141078839
POINT (-71.108301 41.793219),Bristol County,Bristol County,All ages,County,Bristol County,Bristol County,1.97,-0.1825726141078839
POINT (-80.05573 37.286115),Salem city,Salem city,All ages,County,Salem city,Salem city,1.97,-0.1825726141078839
POINT (-101.601584 40.093189),Dundy County,Dundy County,All ages,County,Dundy County,Dundy County,1.97,-0.1825726141078839
POINT (-95.690881 43.126413),O'Brien County,O'Brien County,All ages,County,O'Brien County,O'Brien County,1.97,-0.1825726141078839
POINT (-89.254627 39.525298),Christian County,Christian County,All ages,County,Christian County,Christian County,1.96,-0.18672199170124487
POINT (-76.556872 36.776711),Suffolk city,Suffolk city,All ages,County,Suffolk city,Suffolk city,1.96,-0.18672199170124487
POINT (-94.979466 41.365898),Cass County,Cass County,All ages,County,Cass County,Cass County,1.96,-0.18672199170124487
POINT (-94.49392 39.251395),Clay County,Clay County,All ages,County,Clay County,Clay County,1.96,-0.18672199170124487
POINT (-100.85405 34.94207),Donley County,Donley County,All ages,County,Donley County,Donley County,1.96,-0.18672199170124487
POINT (-75.558604 39.12322),Kent County,Kent County,All ages,County,Kent County,Kent County,1.96,-0.18672199170124487
POINT (-83.973022 35.752926),Blount County,Blount County,All ages,County,Blount County,Blount County,1.96,-0.18672199170124487
POINT (-104.955068 39.72143),Denver County,Denver County,All ages,County,Denver County,Denver County,1.96,-0.18672199170124487
POINT (-86.591491 33.955243),Blount County,Blount County,All ages,County,Blount County,Blount County,1.96,-0.18672199170124487
POINT (-85.391205 41.413892),Noble County,Noble County,All ages,County,Noble County,Noble County,1.96,-0.18672199170124487
POINT (-96.600368 42.702762),Union County,Union County,All ages,County,Union County,Union County,1.96,-0.18672199170124487
POINT (-118.244222 34.065193),Los Angeles County,Los Angeles County,All ages,County,Los Angeles County,Los Angeles County,1.96,-0.18672199170124487
POINT (-85.350915 38.059721),Spencer County,Spencer County,All ages,County,Spencer County,Spencer County,1.96,-0.18672199170124487
POINT (-74.834269 39.982667),Burlington County,Burlington County,All ages,County,Burlington County,Burlington County,1.96,-0.18672199170124487
POINT (-73.839417 41.681015),Dutchess County,Dutchess County,All ages,County,Dutchess County,Dutchess County,1.96,-0.18672199170124487
POINT (-103.396646 46.171185),Bowman County,Bowman County,All ages,County,Bowman County,Bowman County,1.95,-0.19087136929460588
POINT (-90.475744 38.340593),Jefferson County,Jefferson County,All ages,County,Jefferson County,Jefferson County,1.95,-0.19087136929460588
POINT (-122.858316 42.34699),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,1.95,-0.19087136929460588
POINT (-98.731177 37.645065),Pratt County,Pratt County,All ages,County,Pratt County,Pratt County,1.95,-0.19087136929460588
POINT (-95.417454 29.807479),Harris County,Harris County,All ages,County,Harris County,Harris County,1.95,-0.19087136929460588
POINT (-94.863032 47.591009),Beltrami County,Beltrami County,All ages,County,Beltrami County,Beltrami County,1.95,-0.19087136929460588
POINT (-104.788507 40.328082),Weld County,Weld County,All ages,County,Weld County,Weld County,1.95,-0.19087136929460588
POINT (-85.732035 38.371546),Clark County,Clark County,All ages,County,Clark County,Clark County,1.95,-0.19087136929460588
POINT (-94.412978 32.534967),Harrison County,Harrison County,All ages,County,Harrison County,Harrison County,1.95,-0.19087136929460588
POINT (-76.957803 40.97426),Union County,Union County,All ages,County,Union County,Union County,1.95,-0.19087136929460588
POINT (-122.189388 47.929139),Snohomish County,Snohomish County,All ages,County,Snohomish County,Snohomish County,1.95,-0.19087136929460588
POINT (-91.989241 44.590724),Pepin County,Pepin County,All ages,County,Pepin County,Pepin County,1.95,-0.19087136929460588
POINT (-97.746445 47.459656),Steele County,Steele County,All ages,County,Steele County,Steele County,1.95,-0.19087136929460588
POINT (-75.674875 35.907564),Dare County,Dare County,All ages,County,Dare County,Dare County,1.95,-0.19087136929460588
POINT (-99.107238 41.800943),Garfield County,Garfield County,All ages,County,Garfield County,Garfield County,1.95,-0.19087136929460588
POINT (-95.468727 30.232068),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,1.95,-0.19087136929460588
POINT (-75.449321 43.789217),Lewis County,Lewis County,All ages,County,Lewis County,Lewis County,1.95,-0.19087136929460588
POINT (-76.828521 42.827354),Seneca County,Seneca County,All ages,County,Seneca County,Seneca County,1.95,-0.19087136929460588
POINT (-103.781517 40.256023),Morgan County,Morgan County,All ages,County,Morgan County,Morgan County,1.94,-0.19502074688796686
POINT (-112.042048 38.77474),Sevier County,Sevier County,All ages,County,Sevier County,Sevier County,1.94,-0.19502074688796686
POINT (-89.270945 41.229306),Putnam County,Putnam County,All ages,County,Putnam County,Putnam County,1.94,-0.19502074688796686
POINT (-106.1336109209 38.843840757),Colorado,Colorado,All ages,State,Colorado,Colorado,1.94,-0.19502074688796686
POINT (-89.693557 34.080595),Yalobusha County,Yalobusha County,All ages,County,Yalobusha County,Yalobusha County,1.94,-0.19502074688796686
POINT (-99.216248 30.75329),Mason County,Mason County,All ages,County,Mason County,Mason County,1.94,-0.19502074688796686
POINT (-70.987816 42.62479),Essex County,Essex County,All ages,County,Essex County,Essex County,1.94,-0.19502074688796686
POINT (-90.616057 42.82529),Grant County,Grant County,All ages,County,Grant County,Grant County,1.94,-0.19502074688796686
POINT (-73.954811 40.650523),Kings County,Kings County,All ages,County,Kings County,Kings County,1.94,-0.19502074688796686
POINT (-76.282263 36.757515),Chesapeake city,Chesapeake city,All ages,County,Chesapeake city,Chesapeake city,1.94,-0.19502074688796686
POINT (-90.39055 43.350327),Richland County,Richland County,All ages,County,Richland County,Richland County,1.94,-0.19502074688796686
POINT (-113.073838 37.709161),Iron County,Iron County,All ages,County,Iron County,Iron County,1.94,-0.19502074688796686
POINT (-92.218634 38.552393),Cole County,Cole County,All ages,County,Cole County,Cole County,1.94,-0.19502074688796686
POINT (-103.066266 42.785306),Dawes County,Dawes County,All ages,County,Dawes County,Dawes County,1.93,-0.19917012448132787
POINT (-98.520959 46.405346),LaMoure County,LaMoure County,All ages,County,LaMoure County,LaMoure County,1.93,-0.19917012448132787
POINT (-111.278738 41.76689),Rich County,Rich County,All ages,County,Rich County,Rich County,1.93,-0.19917012448132787
POINT (-97.647603 38.381163),McPherson County,McPherson County,All ages,County,McPherson County,McPherson County,1.93,-0.19917012448132787
POINT (-71.487993 41.699105),Kent County,Kent County,All ages,County,Kent County,Kent County,1.93,-0.19917012448132787
POINT (-99.278797 43.182985),Gregory County,Gregory County,All ages,County,Gregory County,Gregory County,1.93,-0.19917012448132787
POINT (-91.10358 38.788663),Warren County,Warren County,All ages,County,Warren County,Warren County,1.93,-0.19917012448132787
POINT (-86.215441 43.244173),Muskegon County,Muskegon County,All ages,County,Muskegon County,Muskegon County,1.93,-0.19917012448132787
POINT (-99.32999 38.88156),Ellis County,Ellis County,All ages,County,Ellis County,Ellis County,1.93,-0.19917012448132787
POINT (-76.60926011099 39.290580964),Maryland,Maryland,All ages,State,Maryland,Maryland,1.93,-0.19917012448132787
POINT (-73.81304 42.678976),Albany County,Albany County,All ages,County,Albany County,Albany County,1.93,-0.19917012448132787
POINT (-72.64984095199 41.56266102),Connecticut,Connecticut,All ages,State,Connecticut,Connecticut,1.93,-0.19917012448132787
POINT (-101.756238 37.566267),Stanton County,Stanton County,All ages,County,Stanton County,Stanton County,1.93,-0.19917012448132787
POINT (-80.247474 35.321525),Stanly County,Stanly County,All ages,County,Stanly County,Stanly County,1.93,-0.19917012448132787
POINT (-84.406366 42.241313),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,1.92,-0.20331950207468888
POINT (-111.606832 39.380549),Sanpete County,Sanpete County,All ages,County,Sanpete County,Sanpete County,1.92,-0.20331950207468888
POINT (-104.927473 39.874297),Adams County,Adams County,All ages,County,Adams County,Adams County,1.92,-0.20331950207468888
POINT (-87.922956 42.572633),Kenosha County,Kenosha County,All ages,County,Kenosha County,Kenosha County,1.92,-0.20331950207468888
POINT (-122.335882 48.466681),Skagit County,Skagit County,All ages,County,Skagit County,Skagit County,1.92,-0.20331950207468888
POINT (-84.44141 39.035049),Campbell County,Campbell County,All ages,County,Campbell County,Campbell County,1.92,-0.20331950207468888
POINT (-77.495683 37.60276),Henrico County,Henrico County,All ages,County,Henrico County,Henrico County,1.92,-0.20331950207468888
POINT (-79.958665 40.829199),Butler County,Butler County,All ages,County,Butler County,Butler County,1.92,-0.20331950207468888
POINT (-76.098126 38.769665),Talbot County,Talbot County,All ages,County,Talbot County,Talbot County,1.92,-0.20331950207468888
POINT (-98.992742 40.506264),Kearney County,Kearney County,All ages,County,Kearney County,Kearney County,1.92,-0.20331950207468888
POINT (-85.732585 44.909768),Leelanau County,Leelanau County,All ages,County,Leelanau County,Leelanau County,1.92,-0.20331950207468888
POINT (-94.215551 42.74679),Humboldt County,Humboldt County,All ages,County,Humboldt County,Humboldt County,1.92,-0.20331950207468888
